name,size,type,alignment,languages,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,senses,attributes,actions,legendary_actions,legendary,source
adult-bronze-dragon,huge,dragon,lawful good,"Common, Draconic",19.0,212,15.0,40,40,80,0,0,22,120,0,0,60,25,7,10,0,23,6,16,3,15,2,19,4,0,5,11,0,7,9,0,12,5,0,7,0,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 22","Amphibious. The dragon can breathe air and water. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 18 (2d10 + 7) piercing damage. | Claw. Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 14 (2d6 + 7) slashing damage. | Tail. Melee Weapon Attack: +12 to hit, reach 15 ft., one target. Hit: 16 (2d8 + 7) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Lightning Breath. The dragon exhales lightning in a 90-foot line that is 5 feet wide. Each creature in that line must make a DC 19 Dexterity saving throw, taking 66 (12d10) lightning damage on a failed save, or half as much damage on a successful one. | Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 19 Strength saving throw. On a failed save, the creature is pushed 60 feet away from the dragon. | Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 20 Dexterity saving throw or take 14 (2d6 + 7) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.",1,Monster Manual (SRD)
adult-copper-dragon,huge,dragon,chaotic good,"Common, Draconic",18.0,184,14.0,40,0,80,40,0,22,120,0,0,60,23,6,12,1,21,5,18,4,15,2,17,3,0,6,10,0,7,8,0,12,6,0,0,8,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 22","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage. | Claw. Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage. | Tail. Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Acid Breath. The dragon exhales acid in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 18 Dexterity saving throw, taking 54 (12d8) acid damage on a failed save, or half as much damage on a successful one. | Slowing Breath. The dragon exhales gas in a 60-foot cone. Each creature in that area must succeed on a DC 18 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying Speed.",1,Monster Manual (SRD)
adult-gold-dragon,huge,dragon,lawful good,"Common, Draconic",19.0,256,17.0,40,40,80,0,0,24,120,0,0,60,27,8,14,2,25,7,16,3,15,2,24,7,0,8,13,0,8,13,0,14,8,13,8,0,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 24","Amphibious. The dragon can breathe air and water. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 19 (2d10 + 8) piercing damage. | Claw. Melee Weapon Attack: +14 to hit, reach 5 ft., one target. Hit: 15 (2d6 + 8) slashing damage. | Tail. Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Fire Breath. The dragon exhales fire in a 60-foot cone. Each creature in that area must make a DC 21 Dexterity saving throw, taking 66 (12d10) fire damage on a failed save, or half as much damage on a successful one. | Weakening Breath. The dragon exhales gas in a 60-foot cone. Each creature in that area must succeed on a DC 21 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying Speed.",1,Monster Manual (SRD)
adult-green-dragon,huge,dragon,lawful evil,"Common, Draconic",19.0,207,15.0,40,40,80,0,0,22,120,0,0,60,23,6,12,1,21,5,18,4,15,2,17,3,0,6,10,0,7,8,0,12,6,8,7,8,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 22","Amphibious. The dragon can breathe air and water. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 7 (2d6) poison damage. | Claw. Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage. | Tail. Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Poison Breath (Recharge 5-6). The dragon exhales poisonous gas in a 60-foot cone. Each creature in that area must make a DC 18 Constitution saving throw, taking 56 (16d6) poison damage on a failed save, or half as much damage on a successful one. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.",1,Monster Manual (SRD)
adult-kruthik,medium,monstrosity,unaligned,Kruthik,18.0,39,2.0,40,0,0,40,20,11,60,0,60,0,15,2,16,3,15,2,7,-2,12,1,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., tremorsense 60 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
adult-oblex,medium,ooze,lawful evil,Common plus two more languages,14.0,75,5.0,20,0,0,0,0,14,0,0,0,60,8,-1,19,4,16,3,19,4,12,1,15,2,0,0,0,7,0,5,7,4,0,0,0,5,7,7,0,0,0,"blindsight 60 ft. (blind beyond this distance), passive Perception 14",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
adult-red-dragon,huge,dragon,chaotic evil,"Common, Draconic",19.0,256,17.0,40,0,80,40,0,23,120,0,0,60,27,8,10,0,25,7,16,3,13,1,21,5,0,6,13,0,7,11,0,13,6,0,0,0,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 23","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 7 (2d6) fire damage. | Claw. Melee Weapon Attack: +14 to hit, reach 5 ft., one target. Hit: 15 (2d6 + 8) slashing damage. | Tail. Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Fire Breath (Recharge 5-6). The dragon exhales fire in a 60-foot cone. Each creature in that area must make a DC 21 Dexterity saving throw, taking 63 (18d6) fire damage on a failed save, or half as much damage on a successful one. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.",1,Monster Manual (SRD)
adult-silver-dragon,huge,dragon,lawful good,"Common, Draconic",19.0,243,16.0,40,0,80,0,0,21,120,0,0,60,27,8,10,0,25,7,16,3,13,1,21,5,0,5,12,0,6,10,8,11,5,0,0,0,8,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 21","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +13 to hit, reach 10 ft., one target. Hit: 19 (2d10 + 8) piercing damage. | Claw. Melee Weapon Attack: +13 to hit, reach 5 ft., one target. Hit: 15 (2d6 + 8) slashing damage. | Tail. Melee Weapon Attack: +13 to hit, reach 15 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons. | Cold Breath. The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 20 Constitution saving throw, taking 58 (13d8) cold damage on a failed save, or half as much damage on a successful one. | Paralyzing Breath. The dragon exhales paralyzing gas in a 60-foot cone. Each creature in that area must succeed on a DC 20 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 21 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying Speed.",1,Monster Manual (SRD)
adult-white-dragon,huge,dragon,chaotic evil,"Common, Draconic",18.0,200,13.0,40,40,80,0,30,21,120,0,0,60,22,6,10,0,22,6,8,-1,12,1,12,1,0,5,11,0,6,6,0,11,5,0,0,0,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 21","Ice Walk. The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra moment. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 4 (1d8) cold damage. | Claw. Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage. | Tail. Melee Weapon Attack: +11 to hit, reach 15 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 14 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Cold Breath (Recharge 5-6). The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 10 feet of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.",1,Monster Manual (SRD)
air-elemental,large,elemental,neutral,Auran,15.0,90,5.0,0,0,90,0,0,10,60,0,0,0,14,2,20,5,14,2,6,-2,10,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10",Air Form. The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing. | ,"Multiattack. The elemental makes two slam attacks. | Slam. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage. | Whirlwind (Recharge 4-6). Each creature in the elemental's space must make a DC 13 Strength saving throw. On a failure, a target takes 15 (3d8 + 2) bludgeoning damage and is flung up 20 feet away from the elemental in a random direction and knocked prone. If a thrown target strikes an object, such as a wall or floor, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 13 Dexterity saving throw or take the same damage and be knocked prone. If the saving throw is successful, the target takes half the bludgeoning damage and isn't flung away or knocked prone.",none,0,Monster Manual (SRD)
air-elemental-myrmidon,medium,elemental,neutral,"Auran, one language of its creator's choice",18.0,117,7.0,30,0,30,0,0,10,60,0,0,0,18,4,14,2,14,2,9,-1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
albino-dwarf-warrior,medium,humanoid (dwarf),any alignment,"Common, Dwarvish",13.0,30,0.25,25,0,0,0,0,14,60,0,0,0,13,1,13,1,17,3,12,1,14,2,11,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Adventures (Tomb of Annihilation)
aldani,medium,monstrosity,lawful neutral,Common,14.0,49,1.0,20,30,0,0,0,14,60,0,0,0,13,1,8,-1,12,1,10,0,14,2,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Adventures (Tomb of Annihilation)
alhoon,medium,undead,any evil alignment,"Deep Speech, Undercommon, telepathy 120 ft.",15.0,120,10.0,30,0,0,0,0,17,0,120,0,0,11,0,12,1,16,3,19,4,17,3,17,3,0,0,7,8,7,7,8,7,5,0,7,7,8,0,0,0,0,"truesight 120 ft., passive Perception 17",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
alkilith,medium,fiend (demon),chaotic evil,understands Abyssal but can't speak,17.0,157,11.0,40,0,0,0,0,10,120,0,0,0,12,1,19,4,22,6,6,-2,11,0,7,-2,0,8,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
allip,medium,undead,neutral evil,the languages it knew in life,13.0,40,5.0,0,0,40,0,0,15,60,0,0,0,6,-2,17,3,10,0,17,3,15,2,16,3,0,0,0,6,5,0,0,5,6,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 15",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
allosaurus,large,beast,unaligned,none,13.0,51,2.0,60,0,0,0,0,15,0,0,0,0,19,4,13,1,17,3,2,-4,12,1,5,-3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,passive Perception 15,"Pounce. If the allosaurus moves at least 30 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the allosaurus can make one bite attack against it as a bonus action. | ","Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. | Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage.",none,0,Monster Manual (SRD)
ambush-drake,medium,dragon,unaligned,understands Draconic but can't speak it,13.0,22,0.5,30,0,0,0,0,14,60,0,0,0,13,1,15,2,14,2,4,-3,11,0,6,-2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Adventures (Tyranny of Dragons)
amnizu,medium,fiend (devil),lawful evil,"Common, Infernal, telepathy 1,000 ft.",21.0,202,18.0,30,0,40,0,0,17,120,0,0,0,11,0,13,1,16,3,20,5,12,1,18,4,0,7,9,0,7,10,0,7,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 17",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
ancient-black-dragon,gargantuan,dragon,chaotic evil,"Common, Draconic",22.0,367,21.0,40,40,80,0,0,26,120,0,0,60,27,8,14,2,25,7,16,3,15,2,19,4,0,9,14,0,9,11,0,16,9,0,0,0,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 26","Amphibious. The dragon can breathe air and water. | Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +15 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 9 (2d8) acid damage. | Claw. Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) slashing damage. | Tail. Melee Weapon Attack: +15 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Acid Breath (Recharge 5-6). The dragon exhales acid in a 90-foot line that is 10 feet wide. Each creature in that line must make a DC 22 Dexterity saving throw, taking 67 (15d8) acid damage on a failed save, or half as much damage on a successful one. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 23 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying Speed.",1,Monster Manual (SRD)
ancient-blue-dragon,gargantuan,dragon,lawful evil,"Common, Draconic",22.0,481,23.0,40,0,80,0,40,27,120,0,0,60,29,9,10,0,27,8,18,4,17,3,21,5,0,7,15,0,10,12,0,17,7,0,0,0,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 27","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +16 to hit, reach 15 ft., one target. Hit: 20 (2d10 + 9) piercing damage plus 11 (2d10) lightning damage. | Claw. Melee Weapon Attack: +16 to hit, reach 10 ft., one target. Hit: 16 (2d6 + 9) slashing damage. | Tail. Melee Weapon Attack: +16 to hit, reach 20 ft., one target. Hit: 18 (2d8 + 9) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 20 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Lightning Breath (Recharge 5-6). The dragon exhales lightning in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 23 Dexterity saving throw, taking 88 (16d10) lightning damage on a failed save, or half as much damage on a successful one. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 24 Dexterity saving throw or take 16 (2d6 + 9) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying Speed.",1,Monster Manual (SRD)
ancient-brass-dragon,gargantuan,dragon,chaotic good,"Common, Draconic",20.0,297,20.0,40,0,80,0,40,24,120,0,0,60,27,8,10,0,25,7,16,3,15,2,19,4,0,6,13,0,8,10,9,14,6,10,0,0,0,0,0,0,0,"blindsight 60 ft., darkvision 120 ft., passive Perception 24","Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead. | ","Multiattack. The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite. Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage. | Claw. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) slashing damage. | Tail. Melee Weapon Attack: +14 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage. | Frightful Presence. Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons: | Fire Breath. The dragon exhales fire in an 90-foot line that is 10 feet wide. Each creature in that line must make a DC 21 Dexterity saving throw, taking 56 (16d6) fire damage on a failed save, or half as much damage on a successful one. | Sleep Breath. The dragon exhales sleep gas in a 90-foot cone. Each creature in that area must succeed on a DC 21 Constitution saving throw or fall unconscious for 10 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it. | Change Shape. The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form. | ","The dragon can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The dragon regains spent legendary actions at the start of its turn. | Detect. The dragon makes a Wisdom (Perception) check. | Tail Attack. The dragon makes a tail attack. | Wing Attack (Costs 2 Actions). The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying Speed.",1,Monster Manual (SRD)
